userid age dob_day dob_year dob_month gender tenure friend_count friendships_initiated likes likes_received mobile_likes mobile_likes_received www_likes www_likes_received
1443444 37 2 1976 3 male 712 45 35 3 1 3 1 0 0
1844606 16 27 1997 2 male 506 26 5 2 3 2 1 0 2
1970701 43 17 1970 3 male 473 51 32 0 0 0 0 0 0
1250646 61 9 1952 3 female 1138 268 133 307 271 0 45 307 226
1798751 25 11 1988 8 male 627 36 28 0 0 0 0 0 0
1364321 31 1 1982 7 female 711 485 188 5921 9183 5921 8709 0 474
1360682 49 30 1964 6 male 384 23 22 0 4 0 0 0 4
1686372 54 14 1959 11 female 445 43 28 47 52 38 30 9 22
1015147 34 12 1979 4 female 828 74 33 52 70 49 34 3 36
1882043 33 31 1980 3 male 266 29 18 2 1 2 1 0 0
1737652 18 16 1995 6 female 32 252 227 380 210 344 102 36 108
1867702 62 24 1951 4 male 630 53 27 5 1 5 1 0 0
1692803 43 1 1970 12 male 276 2 2 0 0 0 0 0 0
2039705 16 10 1997 5 male 231 327 276 2 170 0 12 2 158
1029920 25 21 1988 2 female 667 574 506 63 65 63 44 0 21
1174057 66 27 1947 9 male 1353 71 18 0 1 0 0 0 1
1734248 62 2 1951 3 male 424 37 20 38 2 15 0 23 2
1043795 15 9 1998 11 male 361 467 387 4 36 4 34 0 2
1442413 53 17 1960 2 female 890 50 32 95 49 71 25 24 24
1635217 18 4 1995 6 male 185 132 123 96 88 82 25 14 63
1806358 28 6 1985 5 female 551 112 49 1 0 0 0 1 0
2043228 15 12 1998 12 male 683 93 72 4 0 0 0 4 0
1742446 64 4 1949 2 female 117 27 16 4 7 0 7 4 0
1480129 19 19 1994 5 female 98 180 127 1565 623 1553 373 12 250
1615407 48 15 1965 3 male 320 24 21 6 14 6 3 0 11
1817636 66 12 1947 3 female 1583 102 80 0 0 0 0 0 0
1769558 38 15 1975 11 female 249 109 67 5 12 5 12 0 0
1165703 23 1 1990 1 male 66 76 69 36 3 36 3 0 0
1436596 62 7 1951 4 female 1895 69 25 6 31 0 4 6 27
1295174 19 23 1994 2 female 680 1297 172 2083 3048 2049 2431 34 617
1907671 63 15 1950 4 female 1111 448 221 506 295 506 167 0 128
1706929 19 3 1994 10 male 1 1 0 0 0 0 0 0 0
1919904 27 1 1986 1 male 365 40 32 48 25 31 24 17 1
1733266 36 1 1977 1 male 153 22 22 0 0 0 0 0 0
1317989 21 24 1992 7 female 493 279 122 0 1 0 1 0 0
1438309 14 30 1999 4 male 135 171 109 80 14 79 10 1 4
1098561 103 8 1910 4 male 940 335 174 15 0 15 0 0 0
1581755 108 10 1905 5 female 107 244 32 1 0 1 0 0 0
2110474 24 15 1989 6 female 215 31 9 2 0 2 0 0 0
1944312 15 12 1998 9 male 363 24 19 3 1 3 1 0 0
2061805 20 6 1993 9 male 403 1012 813 466 89 466 81 0 8
1338014 53 11 1960 6 female 62 37 27 109 147 103 65 6 82
2044855 20 25 1993 6 male 396 127 87 67 14 0 2 67 12
1199017 17 23 1996 6 male 629 96 74 2 1 2 1 0 0
1708555 47 24 1966 6 female 756 62 26 9 18 9 11 0 7
1942172 23 3 1990 3 female 281 8 6 5 15 0 8 5 7
1540877 25 12 1988 1 male 11 5 5 2 0 2 0 0 0
1853976 16 29 1997 1 male 311 180 94 76 5 35 2 41 3
1887821 93 8 1920 12 female 1019 160 98 3 1 3 1 0 0
1736203 23 11 1990 9 male 498 19 16 4 2 0 0 4 2
2108018 22 7 1991 8 male 54 47 40 19 19 3 13 16 6
2128975 37 12 1976 9 male 671 61 37 6 0 6 0 0 0
2138965 62 21 1951 9 male 425 69 36 255 217 255 136 0 81
1268287 15 29 1998 4 male 181 199 103 173 23 173 21 0 2
1732730 41 22 1972 11 female 459 14 7 31 19 31 12 0 7
2000274 23 9 1990 2 male 866 595 281 174 95 107 76 67 19
1696471 27 20 1986 5 male 626 124 58 3 1 0 0 3 1
2166918 51 22 1962 7 female 1322 226 133 345 380 345 256 0 124
1086847 20 19 1993 1 female 329 97 64 22 19 8 15 14 4
2104204 26 5 1987 6 female 796 210 132 2 1 0 1 2 0
1167067 38 28 1975 5 male 453 140 83 627 521 6 73 621 448
1767338 56 10 1957 10 female 776 43 7 8 27 8 27 0 0
1323730 26 17 1987 4 male 398 25 22 1 0 1 0 0 0
1561360 69 23 1944 8 male 1213 64 25 1 1 1 1 0 0
1923710 36 3 1977 1 male 44 1 1 17 24 0 0 17 24
2151010 18 15 1995 2 male 209 634 341 0 1 0 0 0 1
1719537 74 1 1939 2 female 1590 87 23 191 35 191 20 0 15
1187822 56 25 1957 5 female 889 29 17 52 11 9 4 43 7
1723157 42 3 1971 3 female 551 91 50 149 109 149 20 0 89
1748811 16 19 1997 4 female 772 1015 462 36 46 13 16 23 30
1366239 18 12 1995 8 female 574 3179 1382 29 68 29 56 0 12
2155152 18 2 1995 11 male 70 18 14 0 0 0 0 0 0
1241407 17 3 1996 1 male 466 28 17 0 2 0 2 0 0
1635723 32 13 1981 4 male 1820 580 228 220 153 16 93 204 60
2132274 86 28 1927 8 female 638 319 243 622 7 516 5 106 2
1652075 18 7 1995 4 male 143 137 119 45 15 45 7 0 8
1542727 66 18 1947 7 male 455 178 89 0 2 0 1 0 1
1538408 74 2 1939 4 female 924 22 14 256 4 245 3 11 1
2023269 46 12 1967 7 female 241 15 11 38 48 38 36 0 12
1325579 22 24 1991 1 female 190 55 33 23 8 23 7 0 1
1035589 33 5 1980 12 female 238 1 1 0 0 0 0 0 0
1537757 15 1 1998 11 male 211 191 155 2 6 2 5 0 1
1171911 46 12 1967 2 female 1461 111 53 1 7 1 2 0 5
2025971 55 17 1958 4 female 1322 243 104 196 65 9 9 187 56
1234707 16 20 1997 2 female 363 1470 1197 310 384 310 338 0 46
1332079 28 23 1985 11 female 256 85 69 217 95 217 67 0 28
1726927 69 11 1944 8 female 407 198 67 231 240 0 6 231 234
2136388 79 21 1934 9 male 1524 59 7 0 0 0 0 0 0
1902552 23 20 1990 6 male 342 83 78 0 2 0 0 0 2
1844391 16 17 1997 10 male 363 103 72 8 8 0 5 8 3
1048712 17 8 1996 1 male 90 298 248 4438 1947 2574 888 1864 1059
1559663 46 1 1967 8 male 362 67 65 2 5 2 5 0 0
2179617 48 30 1965 5 female 1176 52 33 0 0 0 0 0 0
2147754 72 9 1941 9 female 1157 44 33 1 2 0 0 1 2
1011752 61 7 1952 9 female 390 24 14 23 21 23 3 0 18
1295619 30 26 1983 1 male 576 413 345 1 13 1 10 0 3
1831487 87 9 1926 4 female 1348 22 7 0 0 0 0 0 0
1865431 38 5 1975 4 male 1562 42 17 0 0 0 0 0 0
1223401 16 16 1997 12 female 323 98 56 833 333 833 32 0 301
1485093 54 1 1959 1 female 10 0 0 10 2 0 1 10 1
1096612 21 28 1992 3 male 229 260 202 101 109 101 107 0 2
1670629 21 7 1992 10 male 95 502 465 24 60 1 38 23 22
1271693 15 20 1998 9 female 462 146 117 1037 75 1037 50 0 25
1664550 28 3 1985 11 female 209 90 76 5 5 5 3 0 2
1538492 55 3 1958 1 female 1347 369 115 2701 1488 2701 1290 0 198
1340309 26 24 1987 6 female 563 87 41 0 5 0 5 0 0
2096199 25 16 1988 2 female 101 31 24 1 0 1 0 0 0
1284837 45 6 1968 2 male 1919 3826 709 1483 4618 521 964 962 3654
1238187 49 2 1964 4 male 409 43 17 2 22 2 5 0 17
1116937 63 15 1950 5 female 955 154 64 1284 783 1284 412 0 371
2100374 25 1 1988 9 male 432 150 54 536 473 250 168 286 305
1224359 108 10 1905 7 male 248 62 54 3 2 3 2 0 0
2127925 59 19 1954 8 male 649 79 48 121 71 111 11 10 60
1755845 24 22 1989 6 female 305 107 32 0 0 0 0 0 0
1651882 23 21 1990 3 male 594 195 94 6 16 5 6 1 10
2041916 18 19 1995 5 male 931 841 654 2 2 2 2 0 0
1278457 63 25 1950 12 male 1946 355 89 0 0 0 0 0 0
1536006 76 3 1937 6 female 643 23 18 0 0 0 0 0 0
1075524 54 21 1959 2 male 19 23 19 12 6 7 2 5 4
1230511 18 22 1995 8 female 91 14 12 187 110 178 43 9 67
2182113 21 6 1992 8 female 137 139 121 145 285 13 240 132 45
1115479 30 15 1983 7 male 155 5 4 0 0 0 0 0 0
2062685 47 29 1966 11 male 361 17 10 18 0 18 0 0 0
1112947 55 21 1958 4 male 546 272 234 0 1 0 0 0 1
1745056 26 14 1987 1 male 650 118 17 0 0 0 0 0 0
1720711 55 1 1958 4 female 1056 156 41 51 20 0 8 51 12
1592780 14 15 1999 12 female 304 252 109 750 624 740 321 10 303
1141543 33 30 1980 1 male 1360 99 46 6 131 6 105 0 26
1401011 33 26 1980 10 female 258 38 18 638 119 572 100 66 19
1876196 25 6 1988 5 female 341 45 29 24 51 24 45 0 6
1434329 27 26 1986 9 male 752 91 38 4 3 4 2 0 1
1122455 108 1 1905 1 male 842 187 122 18 2 7 1 11 1
1007576 16 5 1997 7 male 400 25 20 0 0 0 0 0 0
1772855 21 5 1992 1 male 286 212 170 1 3 1 3 0 0
1343444 20 1 1993 1 male 133 41 37 7 3 7 1 0 2
1640493 14 27 1999 2 female 85 445 313 2517 2607 2468 1909 49 698
1803360 74 4 1939 10 female 424 83 76 14 7 1 2 13 5
2150882 35 13 1978 3 male 819 43 22 28 77 16 36 12 41
1801148 20 21 1993 5 female 761 909 110 6170 5862 1007 4783 5163 1079
1609044 14 8 1999 12 male 495 45 24 5 0 0 0 5 0
1573602 70 25 1943 9 male 2303 3 1 3 1 1 1 2 0
1304338 18 20 1995 4 female 452 191 155 1157 448 926 284 231 164
1759451 18 23 1995 3 female 287 1190 155 243 204 4 158 239 46
1668557 59 5 1954 1 male 2132 33 26 5 0 2 0 3 0
1243122 25 15 1988 4 male 20 2 2 3 0 3 0 0 0
1648893 19 5 1994 6 male 161 0 0 0 0 0 0 0 0
2143276 43 12 1970 12 female 1588 27 19 39 10 39 7 0 3
1191690 24 22 1989 2 female 635 471 88 65 223 65 183 0 40
1507131 38 27 1975 8 female 294 67 31 74 132 51 111 23 21
2088046 28 7 1985 9 male 268 44 18 3 1 3 1 0 0
1736955 78 16 1935 1 male 909 26 17 0 0 0 0 0 0
1993782 27 28 1986 2 male 300 1 1 0 0 0 0 0 0
1971930 53 23 1960 7 male 937 94 64 67 151 67 132 0 19
1558173 19 18 1994 9 female 241 96 82 5 0 5 0 0 0
1627885 35 22 1978 11 female 651 11 8 1 0 1 0 0 0
2099343 19 17 1994 3 female 302 64 35 13 74 13 44 0 30
2112762 49 17 1964 11 male 242 127 91 50 32 50 27 0 5
1536389 34 15 1979 11 female 450 137 77 5 0 0 0 5 0
1672543 28 17 1985 9 female 2195 1386 449 1609 981 1494 542 115 439
1840707 25 30 1988 10 female 7 8 6 6 7 6 5 0 2
1899391 68 18 1945 7 female 331 622 108 28 63 28 50 0 13
1560091 55 1 1958 3 male 346 13 9 27 4 25 3 2 1
1728501 21 4 1992 1 female 650 245 216 0 3 0 1 0 2
1966720 58 4 1955 5 female 1861 957 543 1309 530 922 245 387 285
1038531 20 26 1993 1 female 768 373 88 771 393 228 94 543 299
1624288 28 14 1985 2 male 310 52 44 3 0 0 0 3 0
2087745 63 20 1950 11 male 176 103 54 167 34 167 17 0 17
1593048 25 12 1988 3 male 303 36 26 68 23 53 0 15 23
1055658 47 28 1966 3 male 1109 33 4 0 0 0 0 0 0
1706008 16 16 1997 7 male 361 83 52 9 3 6 2 3 1
1923203 26 24 1987 9 female 209 10 6 22 3 0 1 22 2
1138708 23 1 1990 1 male 22 28 19 3 18 3 16 0 2
1372655 23 11 1990 10 male 692 979 684 321 378 250 212 71 166
2016045 23 23 1990 11 female 594 245 98 1 0 0 0 1 0
1096496 67 12 1946 9 male 500 26 14 0 0 0 0 0 0
1246709 70 10 1943 6 female 808 74 33 33 28 0 8 33 20
1729016 26 8 1987 6 female 504 83 63 55 0 55 0 0 0
1272732 21 8 1992 3 male 63 13 8 19 4 19 4 0 0
1606885 18 1 1995 1 male 141 44 42 16 26 0 13 16 13
1948855 25 18 1988 11 female 320 146 113 14 94 14 84 0 10
2009082 43 20 1970 2 male 436 64 37 51 11 33 9 18 2
1537228 18 19 1995 2 female 212 32 28 0 0 0 0 0 0
1775074 96 28 1917 7 male 1809 282 164 436 143 436 127 0 16
1702951 59 7 1954 10 female 1560 110 21 443 81 67 40 376 41
1886441 68 26 1945 4 male 510 29 15 6 6 0 2 6 4
1886830 23 1 1990 12 male 662 103 58 1 0 0 0 1 0
1401513 19 20 1994 9 male 732 76 45 7 1 6 1 1 0
1798703 22 31 1991 5 male 552 98 77 0 0 0 0 0 0
1998544 26 1 1987 1 male 524 65 59 2 0 2 0 0 0
1195235 23 1 1990 1 male 336 23 17 20 0 20 0 0 0
1879132 98 15 1915 12 female 57 222 206 945 810 166 166 779 644
1300249 16 1 1997 1 male 342 184 152 10 13 10 13 0 0
1172447 23 24 1990 3 male 1408 164 24 9 5 6 3 3 2
1322133 20 1 1993 1 female 355 259 24 67 46 67 37 0 9
1850659 53 30 1960 9 female 1272 76 43 545 136 25 39 520 97
1086226 33 12 1980 2 male 242 137 88 3930 1340 3169 965 761 375
2147948 17 27 1996 9 male 736 365 272 1 0 1 0 0 0
1816792 39 30 1974 8 female 400 27 13 81 53 81 49 0 4
2136740 31 18 1982 12 female 188 23 16 0 0 0 0 0 0
1534039 51 30 1962 4 male 226 30 18 7 3 7 3 0 0
1210877 16 24 1997 6 male 532 148 50 50 8 50 5 0 3
1411916 15 16 1998 5 male 861 969 784 32 31 2 12 30 19
2193053 31 1 1982 5 male 236 108 78 0 0 0 0 0 0
1426955 33 15 1980 8 male 85 0 0 0 0 0 0 0 0
1807498 20 10 1993 8 female 406 399 106 338 171 338 125 0 46
1412207 54 24 1959 12 male 293 23 16 4 5 4 4 0 1
1400678 69 16 1944 3 male 1188 26 12 0 0 0 0 0 0
2048379 53 21 1960 7 male 1851 30 9 7 43 0 26 7 17
2137574 18 19 1995 12 female 282 23 14 27 12 26 4 1 8
1086253 28 17 1985 9 female 1690 507 201 132 284 132 184 0 100
1344079 19 23 1994 11 male 578 244 156 1226 461 1 131 1225 330
1561575 16 15 1997 2 male 887 26 24 15 2 13 2 2 0
1432222 25 5 1988 2 female 624 1626 441 1309 1130 1309 982 0 148
1650633 18 15 1995 7 male 169 18 13 0 0 0 0 0 0
1246342 53 18 1960 3 female 369 249 159 39 13 39 8 0 5
1584810 65 28 1948 10 male 1880 566 394 622 119 235 29 387 90
1677681 31 6 1982 2 male 335 77 36 30 33 30 28 0 5
1262196 26 10 1987 12 male 97 90 87 14 2 14 1 0 1
1621485 21 20 1992 5 female 629 612 402 389 485 389 451 0 34
1857679 41 16 1972 2 male 486 28 16 6 2 6 2 0 0
1225524 35 1 1978 6 male 462 116 91 192 35 192 25 0 10
1855810 102 19 1911 12 male 1230 220 131 15 0 6 0 9 0
1682673 98 11 1915 6 male 1331 137 54 449 113 449 102 0 11
1417872 55 1 1958 3 male 1159 93 44 0 77 0 50 0 27
2041443 102 11 1911 11 female 465 29 23 14 22 6 18 8 4
1229293 25 10 1988 3 male 732 2 2 0 0 0 0 0 0
1314660 18 9 1995 9 female 535 2597 1052 1927 3924 1911 3148 16 776
1933702 22 5 1991 5 female 575 274 208 28 85 28 77 0 8
1668381 18 1 1995 1 male 182 94 33 1822 468 749 114 1073 354
1640178 15 19 1998 10 male 164 410 357 7 36 7 26 0 10
2023470 28 5 1985 5 male 77 12 12 0 0 0 0 0 0
2050459 19 17 1994 6 male 319 163 150 0 6 0 6 0 0
1583586 32 24 1981 5 female 735 143 80 107 354 67 266 40 88
1529046 49 17 1964 11 male 606 161 87 30 56 30 45 0 11
1342555 43 9 1970 7 female 51 33 27 2 5 1 1 1 4
1892415 31 22 1982 6 male 460 137 133 0 0 0 0 0 0
2113543 45 3 1968 12 female 89 25 16 2176 212 2176 66 0 146
1576918 16 27 1997 5 female 558 29 23 145 119 141 112 4 7
2097116 108 9 1905 6 female 235 66 15 72 12 72 8 0 4
1899823 15 19 1998 11 male 47 20 16 5 1 5 1 0 0
1119957 44 25 1969 5 female 217 85 67 99 135 11 32 88 103
2152960 22 19 1991 3 male 293 317 251 118 96 118 67 0 29
1837753 44 23 1969 4 male 624 0 0 0 0 0 0 0 0
1123687 19 9 1994 8 female 537 2671 1636 0 222 0 156 0 66
1385165 17 25 1996 9 male 541 335 261 4 2 4 0 0 2
1711591 31 10 1982 3 female 375 76 31 474 113 474 93 0 20
1441352 49 9 1964 6 male 2074 24 10 41 12 41 5 0 7
1067005 30 23 1983 5 female 142 28 18 2 0 2 0 0 0
1813270 21 7 1992 7 male 714 226 116 8 1 7 1 1 0
1443466 26 18 1987 4 male 248 92 68 37 34 37 23 0 11
1174882 33 22 1980 2 male 270 9 6 0 1 0 0 0 1
1987075 63 22 1950 11 male 928 42 29 0 3 0 1 0 2
1817823 18 15 1995 6 male 323 401 271 32 4 0 1 32 3
1879593 40 2 1973 10 female 314 117 111 354 5 0 0 354 5
1340377 100 6 1913 1 male 1238 190 143 7 18 0 9 7 9
1848039 21 4 1992 5 male 402 100 45 25 5 14 3 11 2
1295893 24 4 1989 9 male 475 186 98 144 0 120 0 24 0
1920006 27 29 1986 10 male 444 150 92 264 29 263 24 1 5
1689109 53 13 1960 5 female 265 94 68 574 334 0 21 574 313
1520770 108 9 1905 2 male 1408 995 540 14 7 0 7 14 0
1037629 55 15 1958 11 female 582 80 21 1 0 0 0 1 0
2075530 20 17 1993 3 male 191 25 2 1 0 1 0 0 0
1907312 26 10 1987 7 female 184 37 23 2 8 1 5 1 3
2164343 43 8 1970 7 female 1003 227 129 2649 2369 2649 1317 0 1052
1005710 70 25 1943 1 male 1334 126 39 24 5 24 3 0 2
1594432 69 30 1944 8 female 656 20 9 29 13 0 8 29 5
2125557 26 4 1987 1 male 333 103 51 0 0 0 0 0 0
1490340 24 14 1989 1 female 453 102 43 293 50 293 41 0 9
1241897 17 31 1996 7 female 352 1047 411 10489 8515 10316 7343 173 1172
1876142 42 30 1971 11 female 500 28 14 1 0 1 0 0 0
1708978 19 17 1994 6 female 8 146 56 16 363 16 358 0 5
1186668 31 24 1982 12 male 50 64 43 18 0 18 0 0 0
1853567 24 8 1989 9 male 70 165 153 1 1 1 1 0 0
1828338 19 16 1994 5 female 881 2969 353 0 2 0 0 0 2
1159381 50 1 1963 5 male 298 9 1 0 0 0 0 0 0
1355278 38 10 1975 3 male 396 14 10 3 8 3 8 0 0
2135517 32 28 1981 12 female 148 36 19 44 24 44 15 0 9
1525705 33 1 1980 11 male 572 24 1 0 3 0 1 0 2
2170024 23 1 1990 1 male 180 32 9 0 0 0 0 0 0
1719732 43 16 1970 4 male 628 0 0 0 0 0 0 0 0
1662584 103 31 1910 12 male 658 377 218 111 75 111 56 0 19
1310404 14 16 1999 4 female 142 319 193 9 20 0 1 9 19
1772718 86 11 1927 7 male 1952 888 673 202 61 6 22 196 39
1327709 22 13 1991 5 male 395 31 26 0 0 0 0 0 0
1623769 30 16 1983 2 male 106 8 5 1 0 1 0 0 0
1015248 28 15 1985 4 male 319 226 69 44 17 44 14 0 3
1858146 28 28 1985 2 female 473 41 30 1 0 0 0 1 0
1914180 67 14 1946 1 female 1021 38 24 76 6 0 2 76 4
2173545 19 7 1994 12 male 414 225 182 0 0 0 0 0 0
1627211 24 15 1989 12 male 296 29 17 1 0 1 0 0 0
1862162 47 21 1966 11 male 533 43 35 0 0 0 0 0 0
1674997 23 12 1990 10 female 73 47 45 47 9 47 2 0 7
1680433 25 28 1988 5 female 248 135 39 4 6 4 5 0 1
1714065 21 5 1992 5 female 1327 512 281 466 204 455 99 11 105
1458488 21 29 1992 5 male 409 169 51 0 1 0 1 0 0
1396648 38 25 1975 11 male 319 233 208 4 0 4 0 0 0
1079368 42 4 1971 3 male 1949 348 119 0 82 0 36 0 46
2140319 32 19 1981 9 female 622 108 94 1040 727 1040 646 0 81
1020864 16 15 1997 4 male 312 0 0 0 0 0 0 0 0
1147831 21 2 1992 2 male 437 101 67 3 0 0 0 3 0
1433316 35 4 1978 5 male 1346 15 10 36 4 7 4 29 0
1837740 14 1 1999 3 male 9 6 6 2 0 2 0 0 0
1668815 59 29 1954 9 male 644 8 8 0 0 0 0 0 0
2023656 21 6 1992 1 male 385 120 13 0 8 0 0 0 8
1523107 19 26 1994 9 female 1568 433 148 1357 1079 1113 840 244 239
1189457 32 16 1981 5 female 288 78 58 41 20 41 20 0 0
2081726 19 7 1994 7 female 528 205 110 1 4 0 4 1 0
2129031 103 4 1910 2 female 845 271 56 19 345 19 342 0 3
1668743 18 6 1995 1 male 95 87 58 5 28 5 25 0 3
1360604 51 22 1962 4 female 244 40 16 36 1 36 1 0 0
1986729 25 1 1988 1 male 281 23 18 41 8 34 6 7 2
1081463 41 17 1972 11 female 206 38 32 98 5 98 5 0 0
2020722 103 21 1910 8 male 733 732 300 874 750 874 616 0 134
1641303 54 2 1959 4 male 653 26 0 0 0 0 0 0 0
1351230 28 13 1985 10 female 402 322 255 250 212 134 62 116 150
1193406 29 14 1984 8 male 296 27 25 0 1 0 1 0 0
1038189 17 24 1996 4 male 1476 276 120 1 0 1 0 0 0
1560687 22 1 1991 1 male 295 35 18 102 82 102 70 0 12
1271149 29 11 1984 10 male 382 138 78 23 116 20 81 3 35
1129690 34 22 1979 4 male 864 54 37 0 1 0 1 0 0
1626988 47 22 1966 10 male 922 75 33 336 65 334 60 2 5
1640826 19 25 1994 3 male 267 620 571 1 5 1 5 0 0
2055903 76 27 1937 7 male 1393 42 23 2 10 1 6 1 4
1094988 20 19 1993 5 female 311 229 143 2 33 2 27 0 6
1596637 33 3 1980 2 male 303 508 428 8 5 8 4 0 1
1678003 24 1 1989 6 female 655 321 287 2 0 2 0 0 0
1606384 23 24 1990 8 male 118 120 108 149 19 149 11 0 8
2059454 25 5 1988 3 male 1265 323 134 272 45 272 27 0 18
1560877 24 2 1989 2 male 258 241 234 0 15 0 13 0 2
1522292 42 12 1971 11 female 750 25 13 1 1 1 1 0 0
1293660 70 14 1943 1 female 1705 287 191 179 61 179 46 0 15
1603203 43 10 1970 1 male 231 62 56 3 0 3 0 0 0
1322633 108 5 1905 3 male 1775 190 103 50 22 1 5 49 17
1909795 20 2 1993 3 male 302 75 36 6 9 6 6 0 3
1451600 20 6 1993 3 male 441 105 75 98 68 3 30 95 38
1618218 43 20 1970 1 male 780 174 89 60 158 34 111 26 47
1124920 31 31 1982 10 female 453 28 18 161 35 161 11 0 24
1322740 35 10 1978 1 male 273 10 10 0 0 0 0 0 0
2094467 43 14 1970 6 female 394 108 68 223 102 223 62 0 40
1503472 34 2 1979 1 female 583 73 17 147 421 120 319 27 102
1562419 108 21 1905 12 female 214 109 62 4 14 4 12 0 2
1387870 16 16 1997 2 male 264 0 0 0 0 0 0 0 0
1711266 18 24 1995 10 female 894 500 211 12 17 8 11 4 6
1266166 18 9 1995 12 male 892 230 127 422 34 31 3 391 31
1219005 23 8 1990 1 female 256 51 34 1 0 1 0 0 0
1047576 23 3 1990 4 male 1253 27 18 0 2 0 1 0 1
1895502 17 14 1996 2 male 291 47 36 0 0 0 0 0 0
1291659 65 19 1948 10 female 625 22 19 30 13 30 4 0 9
1800491 17 30 1996 6 male 19 20 15 12 4 11 3 1 1
2117796 21 17 1992 7 male 675 145 124 0 0 0 0 0 0
1945993 44 24 1969 2 female 1824 184 115 35 93 0 57 35 36
1393332 27 24 1986 6 female 496 9 8 71 19 0 7 71 12
1241954 15 29 1998 5 male 255 150 93 21 5 16 5 5 0
1445053 25 17 1988 3 female 1015 86 43 262 320 262 134 0 186
2176260 43 25 1970 6 female 403 37 13 71 8 53 8 18 0
1335338 56 24 1957 1 female 1258 301 153 39 15 39 5 0 10
2173432 23 28 1990 5 male 198 7 6 0 0 0 0 0 0
1642815 23 1 1990 10 male 220 44 27 0 3 0 0 0 3
1582515 52 28 1961 10 male 271 98 92 5 41 0 26 5 15
2189512 54 14 1959 2 female 493 263 185 636 90 636 38 0 52
1017521 19 13 1994 12 female 151 226 114 978 2049 942 1814 36 235
1785570 17 8 1996 1 female 510 3197 1147 899 337 38 110 861 227
1434920 24 26 1989 11 male 375 324 241 56 1 15 0 41 1
1586212 64 25 1949 2 male 1158 11 5 0 0 0 0 0 0
1200129 27 20 1986 1 male 172 139 132 143 2 143 2 0 0
1131642 28 28 1985 2 male 76 51 43 3 7 3 6 0 1
1568282 19 4 1994 3 male 97 1036 919 2290 1348 1869 1211 421 137
2016636 14 18 1999 8 male 4 5 5 11 2 11 2 0 0
1910400 23 31 1990 7 female 36 29 23 4 9 4 7 0 2
2109903 47 18 1966 9 male 1354 18 6 0 1 0 0 0 1
1837522 47 23 1966 2 female 292 32 28 35 1 35 1 0 0
1514091 15 31 1998 12 female 293 392 286 54 0 35 0 19 0
1002030 26 9 1987 9 male 131 46 35 2 7 2 4 0 3
1726698 28 21 1985 8 female 560 62 36 2 0 2 0 0 0
1890788 27 14 1986 8 male 277 328 312 43 122 43 114 0 8
1849011 63 25 1950 3 female 1845 59 24 284 95 102 47 182 48
1088892 18 15 1995 6 male 210 240 204 10 12 5 7 5 5
1498120 35 19 1978 2 male 327 63 50 1 4 1 4 0 0
1012261 78 25 1935 9 female 357 10 7 0 12 0 1 0 11
1957494 16 10 1997 5 male 388 205 176 45 60 21 24 24 36
2152105 38 17 1975 6 female 366 122 82 122 56 122 26 0 30
2061377 63 13 1950 10 female 1492 34 16 0 5 0 2 0 3
1540617 15 21 1998 9 female 426 977 642 61 4 28 2 33 2
1515138 55 10 1958 4 female 1457 135 40 31 6 31 1 0 5
1255871 20 9 1993 7 female 492 505 375 1160 185 262 64 898 121
1807432 16 20 1997 6 male 28 8 8 0 22 0 14 0 8
1109892 21 20 1992 3 male 311 117 91 383 9 383 8 0 1
1550610 25 3 1988 1 male 322 167 152 1 1 1 1 0 0
1341936 103 26 1910 8 male 1678 450 103 122 136 113 50 9 86
2031180 47 21 1966 6 male 955 67 23 90 84 90 72 0 12
2122484 47 26 1966 5 female 1054 143 57 179 109 31 31 148 78
1869160 20 25 1993 3 male 308 103 48 4 9 4 6 0 3
1233739 23 10 1990 10 female 239 109 79 43 39 43 39 0 0
2120835 65 24 1948 10 male 268 93 49 17 18 0 6 17 12
1764294 26 19 1987 8 male 82 166 163 3 0 0 0 3 0
1373868 19 24 1994 12 male 182 241 201 13 23 13 20 0 3
1172662 67 24 1946 8 female 1078 227 147 33 172 0 15 33 157
1333557 16 25 1997 3 male 477 233 151 6 1 6 1 0 0
1307497 71 14 1942 2 female 1343 55 16 95 22 95 14 0 8
1542609 30 1 1983 7 male 607 78 35 106 41 64 16 42 25
1284661 67 3 1946 4 female 94 43 31 4 11 0 0 4 11
2150786 25 20 1988 3 male 139 101 29 6 0 6 0 0 0
1032196 56 27 1957 3 male 177 12 6 1 0 0 0 1 0
1185191 40 5 1973 3 male 489 20 16 0 0 0 0 0 0
1139984 31 5 1982 3 male 447 64 47 0 0 0 0 0 0
2185283 19 14 1994 3 male 605 16 7 2 2 0 1 2 1
1366130 24 10 1989 12 male 123 78 70 1 12 1 10 0 2
1936247 16 10 1997 1 female 211 21 14 1 0 1 0 0 0
1843360 47 28 1966 4 male 2166 22 13 57 86 57 80 0 6
1975398 14 25 1999 5 female 15 148 137 622 220 576 132 46 88
2124960 18 1 1995 1 female 13 0 0 0 0 0 0 0 0
1771213 99 30 1914 6 female 202 212 144 688 393 663 283 25 110
1627371 28 3 1985 3 male 437 1 1 0 0 0 0 0 0
1109499 16 3 1997 9 male 707 157 32 160 90 116 66 44 24
1902387 19 9 1994 8 male 489 1807 1373 1059 1388 1059 1310 0 78
1758559 18 14 1995 5 female 574 146 83 42 8 23 3 19 5
1151818 33 1 1980 1 male 173 110 64 25 12 25 5 0 7
